id,location,longtitude,latitude,route,area
1022297805,ТИАМ_Тульский_историко_архитектурный_музей,54.189975978,37.6144838333,проспект Ленина,Центральный район
609091879,Bombay,54.1992989,37.6390495,улица Чапаева,Пролетарский район
271398003220432,Дом_Дворянского_Собрания,54.18542,37.60851,проспект Ленина,Советский район
117381982248783,Ingate_Home,54.1881126,37.607419,улица Ф. Энгельса,Советский район
1027413876,Другое_Дело,54.1917922086,37.618914891,улица Советская,Центральный район
1225141420864933,PROFI_Все_для_ногтевого_сервиса_,54.19611,37.58525,улица Дмитрия Ульянова,Советский район
619011204,Дом,54.19319058,37.58792775,улица Революции,Советский район
1029026913,Тульский_Колледж_Искусств_им_АС_Даргомыжского,54.17484,37.59053,улица Ф. Энгельса,Советский район
1024015383,ДКЖ_кино,54.19128,37.58251,улица Демонстрации,Привокзальный район
1100165243435146,Бутик_отель_Тургеневъ,54.19009,37.61873,улица Жуковского,Центральный район
1032891676,Баба_Маня,54.19266,37.61019,улица Демонстрации,Советский район
445592640,Куршавель_Ресторан,54.2047720292,37.6202083406,улица Октябрьская,Зареченский район
14712912,Тульский_Экзотариум,54.2083965915,37.6198427291,улица Октябрьская,Зареченский район
275652299,Killfish_Tula,54.1901889151,37.6216554091,улица Советская,Центральный район
945111162,Траттория_Папарацци,54.19799,37.59328,Красноармейский проспект,Советский район
428219519,Sport_Energy,54.20084234,37.59207721,улица Фрунзе,Советский район
1588507451250554,СРЕДА_SREDA_Ресторан_и_Бар,54.1939494048,37.6137650013,улица Советская,Центральный район
499125814,Октябрьский,54.2142353,37.622963,улица Октябрьская,Зареченский район
1029114147,Академия_Александра_Островского_Тула,54.20887,37.60206,улица Луначарского,Зареченский район
959589510,Atelier_des_Parfums,54.18879,37.58523,улица Первомайская,Советский район
612696402,ЦСКО,54.2006,37.59428,улица Коминтерна,Советский район
241866733092323,Джунгли_Парк,54.1977969249,37.581782341,улица Путейская,Привокзальный район
483353504,Стечкин,54.1759629819,37.5991309911,проспект Ленина,Центральный район
8128299,Ресторанный_Дом_Флер,54.1788508699,37.5983353958,улица Жаворонкова,Советский район
1027422169,Пряник,54.19953,37.61477,улица Металлистов,Центральный район
967151866,Философия_AS_Галерея_моды,54.19452,37.60246,улица Лейтейзена,Советский район
216866353,Центральный_Стадион_Арсенал,54.1742504715,37.6033246,проспект Ленина,Центральный район
298849310,Успенский_Собор_Г_тула,54.19300129,37.61907106,Менделеевская улица,Центральный район
1025200004,Экзотариум_тула,54.208442688,37.6195869446,улица Октябрьская,Зареченский район
498413499,ТЦ_Тройка_Посад,54.19105,37.61318,Центральный переулок,Советский район
409340306,Ресторан_Public,54.19237,37.59968,улица Демонстрации,Советский район
6000454,Ресторан_Сковорода,54.18381,37.60777,проспект Ленина,Центральный район
460268128,Оружейный_Музей,54.20374017,37.61617411,Оружейный переулок,Зареченский район
836323583138460,PRIDE,54.19127,37.6162599,проспект Ленина,Центральный район
3930004,In_Friday_We_Trust,54.183531995,37.606295255,проспект Ленина,Советский район
321533358296034,Томато_Ресторан_Пиццерия,54.18222,37.60483,проспект Ленина,Советский район
320136951681538,Clever_bar_tula,54.19073,37.61163,улица Каминского,Советский район
218777451,Моу_Лицей_2_Тула,54.20848,37.62248,улица Галкина,Зареченский район
554270793,Оружейная_Палата,55.75126748,37.6126001249,Манежная улица,Тверской район
715418937,Кирова,54.1982757,37.6452661,улица Кирова,Пролетарский район
370302690467832,Гриль_бар_Дрова,54.199889,37.636147,улица Пролетарская,Пролетарский район
